Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings_Per_Week,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP00972,29,Female,Data Scientist,Education,29,Hybrid,36,14,3,High,Burnout,Yes,No Change,4,Neutral,1,Weekly,Poor,North America
EMP00973,57,Male,Designer,Consulting,10,Hybrid,33,9,4,Medium,Burnout,No,Increase,5,Neutral,3,Weekly,Poor,Europe
EMP00974,60,Non-binary,Marketing,Finance,14,Hybrid,40,1,3,Low,,No,No Change,3,Unsatisfied,1,Daily,Average,Asia
EMP00975,38,Prefer not to say,Data Scientist,Education,12,Hybrid,56,4,4,High,Anxiety,Yes,No Change,4,Unsatisfied,3,Weekly,Good,South America
EMP00976,29,Non-binary,Project Manager,Education,1,Onsite,29,8,1,Low,Anxiety,No,Decrease,2,Unsatisfied,4,Daily,Poor,Oceania
EMP00977,46,Male,Designer,Healthcare,26,Hybrid,48,10,5,Medium,Anxiety,Yes,No Change,1,Unsatisfied,2,Weekly,Good,North America
EMP00978,46,Female,Sales,Education,3,Hybrid,33,7,2,High,Anxiety,Yes,Increase,2,Satisfied,3,,Average,Oceania
EMP00979,60,Male,Sales,Consulting,19,Onsite,43,12,4,Low,,Yes,No Change,2,Satisfied,4,Weekly,Average,Asia
EMP00980,33,Male,Software Engineer,Education,30,Onsite,59,11,1,High,Burnout,Yes,Decrease,3,Satisfied,2,Daily,Average,South America
EMP00981,58,Male,Project Manager,Finance,9,Remote,55,2,2,Low,Burnout,Yes,Decrease,4,Unsatisfied,4,Daily,Good,Europe
EMP00982,31,Prefer not to say,Data Scientist,Retail,19,Onsite,53,12,1,Low,Anxiety,No,No Change,1,Satisfied,1,Daily,Poor,South America
EMP00983,46,Female,Marketing,Manufacturing,24,Hybrid,33,2,2,Low,,Yes,No Change,2,Neutral,5,,Average,Africa
EMP00984,34,Non-binary,HR,IT,10,Onsite,53,15,2,Low,Burnout,Yes,No Change,2,Neutral,3,,Poor,South America
EMP00985,41,Female,Software Engineer,Manufacturing,31,Hybrid,33,12,2,Medium,Burnout,No,Increase,3,Unsatisfied,1,Weekly,Average,Asia
EMP00986,31,Non-binary,Software Engineer,Healthcare,24,Remote,57,15,4,Medium,Depression,Yes,Increase,3,Satisfied,5,Daily,Poor,Asia
EMP00987,25,Female,HR,Consulting,9,Onsite,55,15,3,Medium,Burnout,No,Increase,3,Unsatisfied,3,,Poor,North America
EMP00988,60,Male,Sales,Retail,22,Hybrid,54,5,5,Medium,Burnout,No,Decrease,3,Unsatisfied,2,Weekly,Good,Africa
EMP00989,32,Female,Marketing,IT,23,Onsite,39,6,3,High,Burnout,No,No Change,5,Neutral,3,,Average,Europe
EMP00990,48,Non-binary,Designer,IT,15,Remote,28,12,5,Medium,Anxiety,Yes,Decrease,4,Neutral,3,,Poor,Europe
EMP00991,53,Prefer not to say,Data Scientist,Healthcare,20,Remote,50,8,1,Low,Burnout,Yes,No Change,5,Satisfied,3,,Good,North America
EMP00992,57,Female,Software Engineer,Education,33,Hybrid,40,5,4,Low,Burnout,Yes,No Change,4,Satisfied,4,,Good,Europe
EMP00993,39,Non-binary,Designer,Consulting,24,Remote,29,7,4,Medium,Depression,Yes,Increase,4,Neutral,4,Daily,Average,Oceania
EMP00994,58,Prefer not to say,Software Engineer,IT,11,Remote,31,12,5,Low,Anxiety,No,No Change,2,Neutral,2,Weekly,Poor,South America
EMP00995,45,Non-binary,Project Manager,Finance,35,Hybrid,54,15,5,High,Burnout,Yes,Decrease,5,Unsatisfied,5,Daily,Good,North America
EMP00996,44,Prefer not to say,Data Scientist,Education,20,Remote,38,8,5,High,Depression,No,No Change,2,Unsatisfied,4,,Poor,Oceania
EMP00997,33,Male,Software Engineer,Retail,27,Onsite,36,1,5,High,,No,No Change,3,Satisfied,3,Weekly,Poor,Oceania
EMP00998,59,Male,Project Manager,Manufacturing,17,Hybrid,32,6,5,High,,Yes,Decrease,2,Unsatisfied,1,Daily,Good,Europe
EMP00999,24,Prefer not to say,Designer,Healthcare,4,Hybrid,22,11,4,Low,Depression,No,No Change,1,Unsatisfied,3,,Poor,Europe
EMP01000,51,Male,Project Manager,IT,11,Remote,27,12,5,High,Burnout,No,No Change,3,Unsatisfied,2,,Average,Africa
